9907233	9301253
9907233	9504304
9907233	9505235
9907233	9506257
9907233	9606402
9907233	9607354
9907233	9611297
9907233	9702314
9907233	9704296
9907233	9803214
9907233	9903217
9704296	9311274
9704296	9502335
9704296	9606402
9704296	9607354
9704296	9611296
9704296	9611297
9704296	9612258
9606402	9301203
9606402	9301206
9606402	9502274
9606402	9503474
9606402	9505235
9607354	9504304
9607354	9505235
9607354	9606402
9702314	9302247
9702314	9501357
9702314	9501384
9702314	9502366
9702314	9504372
9702314	9511210
9702314	9610453
9803214	9301253
9803214	9702314
9803214	9706487
9506257	9311274
9611297	9211239
9611297	9302217
9611297	9405341
9611297	9409335
9611297	9409371
9611297	9411285
9611297	9504304
9611297	9505235
9611297	9508393
9611297	9602366
9611297	9606210
9611297	9610360
9903217	9301253
9903217	9502366
9903217	9605245
9903217	9610282
9903217	9702314
9903217	9803214
9903217	9803242
9903217	9804209
9903217	9805334
9501265	9210215
9501265	9211304
9501265	9211321
9501265	9212203
9501265	9303284
9501265	9304257
9501265	9406263
9501265	9409335
9712252	9403384
9712252	9512388
9712252	9702315
9712252	9704402
9712252	9707225
9712252	9709328
9712252	9711261
9512380	9207214
9512380	9207222
9512380	9209231
9512380	9211256
9512380	9211260
9512380	9211321
9512380	9211333
9512380	9212203
9512380	9302244
9512380	9303225
9512380	9303270
9512380	9303284
9512380	9304225
9512380	9304257
9512380	9306320
9512380	9307247
9512380	9307318
9512380	9307364
9512380	9308246
9512380	9308262
9512380	9308287
9512380	9308288
9512380	9308349
9512380	9309203
9512380	9309236
9512380	9310212
9512380	9310311
9512380	9310332
9512380	9311243
9512380	9311339
9512380	9311345
9512380	9311357
9512380	9312311
9512380	9312359
9512380	9401204
9512380	9401254
9512380	9402347
9512380	9402363
9512380	9403254
9512380	9403384
9512380	9403407
9512380	9405207
9512380	9405259
9512380	9405346
9512380	9405368
9512380	9406203
9512380	9406239
9512380	9406263
9512380	9407342
9512380	9408213
9512380	9408290
9512380	9408306
9512380	9408382
9512380	9408390
9512380	9408404
9512380	9409287
9512380	9409309
9512380	9409335
9512380	9409371
9512380	9409391
9512380	9409437
9512380	9409440
9512380	9409454
9512380	9410388
9512380	9411229
9512380	9411335
9512380	9412324
9512380	9412375
9512380	9501265
9512380	9501281
9512380	9501389
9512380	9502300
9512380	9502338
9512380	9502363
9512380	9503414
9512380	9503492
9512380	9505397
9512380	9506201
9512380	9506374
9512380	9507248
9512380	9507262
9512380	9508272
9512380	9510323
9512380	9510378
9512380	9908362
9403384	9302210
9403384	9303225
9403384	9307318
9403384	9308272
9403384	9310311
9910236	9211304
9910236	9211321
9910236	9212203
9910236	9303284
9910236	9304257
9910236	9310311
9910236	9405283
9910236	9408332
9910236	9501265
9910236	9507262
9910236	9512356
9910236	9604240
9910236	9604330
9910236	9607392
9910236	9608365
9910236	9610455
9910236	9701278
9910236	9703353
9910236	9706260
9910236	9708222
9910236	9710245
9910236	9802300
9910236	9810333
9910236	9811472
9910236	9902334
9910236	9903230
9910236	9903535
9910236	9904408
9910236	9906434
9910236	9906497
9910236	9907335
9910236	9908395
9910236	9908442
9910236	9909530
9711261	9308287
9711261	9310311
9711261	9311339
9711261	9403249
9711261	9403384
9711261	9403407
9711261	9405207
9711261	9408290
9711261	9503492
9711261	9506477
9711261	9603261
9711261	9603414
9711261	9703290
9607469	9308272
9607469	9405368
9607469	9408332
9707293	9209291
9707293	9301212
9707293	9304219
9707293	9310311
9707293	9405274
9707293	9502363
9707293	9505393
9707293	9604330
9301212	9209291
9502363	9206236
9502363	9302217
9502363	9302246
9502363	9306323
9502363	9307263
9502363	9310311
9502363	9310355
9502363	9401310
9502363	9403233
9502363	9409255
9502363	9412243
9502363	9412273
9502363	9502254
9502363	9502335
9604330	9211304
9604330	9304230
9604330	9307274
9604330	9308272
9604330	9310311
9604330	9401354
9604330	9402360
9604330	9402364
9604330	9403384
9604330	9412375
9604330	9507262
9604330	9509420
9604330	9510323
9604330	9510383
9405274	9304219
9505393	9209291
9505393	9301212
9609437	9304240
9609437	9311370
9609437	9312202
9609437	9405214
9609437	9407408
9609437	9408228
9609437	9409260
9609437	9409315
9609437	9409460
9609437	9410307
9609437	9410369
9609437	9501212
9609437	9501362
9609437	9502376
9609437	9505409
9609437	9505429
9609437	9505430
9609437	9506351
9609437	9506461
